manufacturer;name;category;product_url;price;image_url;description;sku;currency;stock;ProductWeight;identifier;net_price
"Yara Hungária";"KRISTALON 3-11-38+4MG+TE 25kg  YARA";"Műtrágyák > Vízoldható";https://www.online-gazda.hu/kristalon-3-11-38-4mg-te-25kg-yara_p1596;15600;https://www.online-gazda.hu/img/products//medium/KRISTALON_3_11_38_4MG_TE_25_1.jpg;"100%-ban víz oldható öntözőműtrágya. A nitrogén, a foszfor, a kálium, a magnézium, a kén és az ásványi anyagok szerkezetét tartalmazzák, és biztosítják a növények fejlődésének minden szakaszában. &nbsp; A műtrágya összetétele:&nbsp;  általános nitrogén - 3% N (beleértve: 3% N-NO3)&nbsp; foszfor - 11% P2O5 kálium - 38% K2O magnézium - 4% MgO kén - 11% S Vas 0,07 (Fe)&nbsp; Mangán 0,04% (Mn)&nbsp; Cink 0,025% (Zn) Réz 0,01% (Cu)&nbsp; Bór 0,025% (B) 0,004% molibdén (Mo)";4559;HUF;0.00;"25.30 kg";1596;12283
SuliFlor;"TŐZEG SULIFLOR FS2 225L";"Virágföld > Tőzeg";https://www.online-gazda.hu/tozeg-suliflor-fs2-225l_p1597;4790;https://www.online-gazda.hu/img/products//medium/TOZEG_SULIFLOR_FS2_225L.JPG;"SuliFlor professzionális termesztő tőzegek Litván SuliFlor tőzegkeverékeinket tetszetős mélybarna szín, lágy, fonalas szálszerkezet és tisztaság jellemzi. Használata során bizonyította kiadósságát, jó vízmegkötő képességét.  80 % feletti szerves anyag tartalmával gyors palántafejlődést, erőteljes gyökérnövekedést eredményez. Termelőink visszajelzése szerint 4-5 nappal korábban kész palántát biztosítanak. SF2 pH 5,5-6,5  1,7 kg /m3 PG Mix (NPK14-16-18) + mikroelemek Nedvesítő közeg Az SF2 műtrágyával erősített keverékünk több mint egy hónapig biztosítja a palánta egészséges fejlődését tápoldatozás nélkül is.  Szemcseméretek: 0-6 mm : tápkocka készítéshez, 10×10 cm alatti ültetőtálcás palánta nevelésre, tűzdelésre, tépett palánta nevelésre";4568;HUF;0.00;"45.00 kg";1597;3772
"Rédei Kertimag";"KUKORICA GAZDA 5kg";"Vetőmag > Takarmánynövény";https://www.online-gazda.hu/kukorica-gazda-5kg_p1601;5000;https://www.online-gazda.hu/img/products//medium/KUKORICA_GAZDA_5kg.JPG;"&nbsp; Takarmány kukorica FAO 450 éréscsoport. &nbsp; Termőképessége igen jó, alkalmazkodóképessége KIVÁLLÓ. &nbsp; Szárszilárdsága, szárazságtűrése jó.&nbsp;";4603;HUF;0.00;"5.00 kg";1601;3937
"Fóliaplast kft Bordány.";"TALAJTAKARÓ FÓLIA 0.4M X 1500M FEKETE TEKERCS";"Fólia > Talajtakaró fólia";https://www.online-gazda.hu/talajtakaro-folia-0-4m-x-1500m-fekete-tekercs_p1602;21000;https://www.online-gazda.hu/img/products//medium/TALAJTAKARO_FOLIA_0_4M_X_1500M_FEKETE_TEKERCS.JPG;;4604;HUF;0.00;"15.00 kg";1602;16535
"Scotts Everris";"AGROLEAF 11-5-19+9CA+TE 15KG";"Műtrágyák > Lombtrágya";https://www.online-gazda.hu/agroleaf-11-5-19-9ca-te-15kg_p1603;17350;https://www.online-gazda.hu/img/products//medium/AGROLEAF_11_5_19_9CA_TE_15KG.JPG;"Agroleaf power 11-5-19+9Ca+TE Megelőzi és korrigálja a kálcium hiány kialakulását. Ajánlott a gyümölcsök és zöldségek fejlődő szakaszában elkezdeni a használatát. Megerősíti a sejtfalakat.&nbsp; Extra kálium tartalma növeli a gyümölcs méretét. Megakadályozza a gyümölcs kirepedését, és növeli az eltarthatóságot. Javasolt dózis: 3-5kg/ha 0,5-2%-os koncentrációban 7-10 naponta.&nbsp;";4607;HUF;0.00;"15.00 kg";1603;13661
Bos;"TÖMLŐ POLIX 3/4"" 50M TEKERCS";"Öntözés technika > Tömlő, Tömlő elosztó";https://www.online-gazda.hu/tomlo-polix-3-4-50m-tekercs_p1604;6900;https://www.online-gazda.hu/img/products//medium/TOMLO_POLIX_3_4_50M_TEKERCS.JPG;"Kétrétegű, lágyított PVC-ből gyártott tömlő, két réteg között polyamid keresztszál szövésével. Fekete belső, felső réteg zöld vagy bordó transzparens. UV álló. Felhasználás: kertészet, építőipar, víz szállítására. Üzemi hőmérséklet: -10 °C + 60 °C.&nbsp;";4633;HUF;0.00;"14.00 kg";1604;5433
Bos;"TÖMLŐ POLIX 3/4"" 25M TEKERCS";"Öntözés technika > Tömlő, Tömlő elosztó";https://www.online-gazda.hu/tomlo-polix-3-4-25m-tekercs_p1605;3950;https://www.online-gazda.hu/img/products//medium/TOMLO_POLIX_3_4_25M_TEKERCS.JPG;"Kétrétegű, lágyított PVC-ből gyártott tömlő, két réteg között polyamid keresztszál szövésével. Fekete belső, felső réteg zöld vagy bordó transzparens. UV álló. Felhasználás: kertészet, építőipar, víz szállítására. Üzemi hőmérséklet: -10 °C + 60 °C.&nbsp;";4642;HUF;0.00;"6.00 kg";1605;3110
"Yara Hungária";"KRISTALON 13-40-13 25/1";"Műtrágyák > Vízoldható";https://www.online-gazda.hu/kristalon-13-40-13-25-1_p1606;15800;https://www.online-gazda.hu/img/products//medium/KRISTALON_13_40_13_25_1.jpg;"A YaraTera Kristalon™ 13-40-13 Sárga starter műtrágya a jobb gyökérnövekedésért. 100%-ban víz oldható öntözőműtrágya. Alkalmazása különösen ajánlott hideg, nedves és agyagos talajokon";4652;HUF;0.00;"25.30 kg";1606;12441
"Unikén Kft.";"KESERŰSÓ 1KG";"Műtrágyák > Vízoldható";https://www.online-gazda.hu/keseruso-1kg_p1607;325;https://www.online-gazda.hu/img/products//medium/KESERUSO_1KG.jpg;"Kristályos magnézium-szulfát heptahidrát Hiánytünetek kezelésére alkalmas talaj és levéltrágya. Hatóanyag tartalom: 16% MgO, &nbsp;30% Kén (SO3) Felhasználási adagolás:&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Oldatként szántóföldi kultúrákban 5% &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; gyümölcs, zöldség, dísznövény 1-2 %";4412;HUF;0.00;"1.200 kg";1607;256
FitoHorm;"Tápoldat, FITOHORM MIKROMAX, Fitohorm 1 L. kiszerelés.";"Műtrágyák > Folyékony";https://www.online-gazda.hu/tapoldat-fitohorm-mikromax-fitohorm-1-l-kiszereles_p1608;1320;https://www.online-gazda.hu/img/products//medium/Tapoldat_FITOHORM_MIKROMAX_Fitohorm_1_L_kiszereles.jpg;"&nbsp; &nbsp; Fitohorm mikromax Folyékony mikroelem keverék kelátképzővel. Lombtrágyaként és tápoldatként minden növénykultúrában alkalmazható. Összetétel: B: 0,26% Cu: 0,12% Fe: 3% Mn: 1,32% Mo: 0,07% Zn: 0,23% Felhasználása: Szőlő, citrusfélék: 2-2,5L/Ha Gyümölcs,bogyósok,kiwi: 1,5-2L/Ha Őszi-tavaszi kalászosok, rizs: 2-2,5L/Ha Zöldségfélék, dísznövények,díszfák-cserjék: csak talajkezelésre, 3-5ml/1L víz.";4469;HUF;0.00;"1.250 kg";1608;1039
Kwizda;"Lombtrágya, YEALD Plus, Kwizda, 5 L. kiszerelés.";"Műtrágyák > Lombtrágya";https://www.online-gazda.hu/lombtragya-yeald-plus-kwizda-5-l-kiszereles_p1609;32500;https://www.online-gazda.hu/img/products//medium/Lombtragya_YEALD_Plus_Kwizda_5_L_kiszereles.JPG;"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Yeald Plus &nbsp; &nbsp; Cink tartalmú, mikroelemekkel dúsított műtrágya. &nbsp; &nbsp;Tápanyag összetétel tömegszázalékban: &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; N &nbsp; &nbsp; 6 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; B &nbsp; &nbsp;0,03 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Cu &nbsp; &nbsp;0,25 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Fe &nbsp; &nbsp;0.25 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Mn &nbsp; &nbsp;0,25 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Mo &nbsp; &nbsp;0,001% &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Zn &nbsp; &nbsp; 5 &nbsp;% &nbsp; &nbsp; &nbsp;Felhasználható: &nbsp; burgonya , cékla, retek, karalábé, gyökérzöldségek, &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;palántázott, helyrevetett zöldségnövények, dísznövé- &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;nyek faiskolai növények &nbsp;dózis : 15-30 ml/ 10liter&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;víz vagy 0,05- 0,15%-os oldat. &nbsp;(a fenti adatok &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;100m2 terület kezelésére elegendőek )&nbsp;";4415;HUF;0.00;"6.20 kg";1609;25591
Basf;"LIBREL HI 7% 1KG";"Műtrágyák > Vízoldható";https://www.online-gazda.hu/librel-hi-7-1kg_p1610;3450;https://www.online-gazda.hu/img/products//medium/LIBREL_HI_7_1KG.JPG;"&nbsp; &nbsp;Librel HI 7% Vízben oldódó vaskészítmény minden növénykultúra részére&nbsp; EDDHA vaskelát 7% vasat tartalmaz 4-9 pH tartomány között használható, beöntözéssel.";4427;HUF;0.00;"1.200 kg";1610;2717
"Marton Genetics";"KUKORICA MV-333 5kg";"Vetőmag > Takarmánynövény";https://www.online-gazda.hu/kukorica-mv-333-5kg_p1612;5000;https://www.online-gazda.hu/img/products//medium/KUKORICA_MV_333_5kg.JPG;"&nbsp; &nbsp; Takarmány kukorica FAO 390 tenyészidejű. &nbsp; &nbsp;Szárszilárdsága jó, &nbsp; &nbsp;Termőképessége igen jó, &nbsp; &nbsp;Gyengébb minőségű talajokon is kielégítő termést ad. &nbsp; &nbsp;Száraz körülmények között is ajánlott&nbsp;";4447;HUF;0.00;"5.50 kg";1612;3937
"BVN Növényvédő Kft.";"VEGAREP (AGROL) 1L";"Növényvédő szer > Egyéb szerek és adalékok";https://www.online-gazda.hu/vegarep-agrol-1l_p1613;1850;https://www.online-gazda.hu/img/products//medium/VEGAREP_AGROL_1L.JPG;"&nbsp; &nbsp; Vegarep Növényvédő szernek nem minősülő növényvédelmi hatású termék. Növényápoló szer. Hatóanyag: 790g/L napraforgóolaj &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 28g/L lecitin A készítmény a gyümölcsféléken és szőlő kultúrában található kártevők fizikai távoltartására és eltávolítására használható,3%-os töménységben lemosás szerűen használva.";4448;HUF;0.00;"1.200 kg";1613;1457
FitoHorm;"Tápoldat, FITOHORM KÉN TURBÓ, Fitohorm, 1 L. kiszerelés.";"Műtrágyák > Folyékony";https://www.online-gazda.hu/tapoldat-fitohorm-ken-turbo-fitohorm-1-l-kiszereles_p1614;1220;https://www.online-gazda.hu/img/products//medium/Tapoldat_FITOHORM_KEN_TURBO_Fitohorm_1_L_kiszereles.jpg;"&nbsp; Fitohorm kén turbó Mezoelemes nitrogénműtrágyaoldat kelátképzővel, mely lombtrágyaként és tápoldatként minden növényi kultúrában tápanyagutánpótlásra vagy hiánybetegségek megelőzésére, gyógyítására használható. Felhasználás lombtrágyaként 2-3L/Ha alkalmanként. Házikertben 1-2dl/10L víz. Tápoldatként 1-5L/1000L víz. Növényvédőszerrel együtt is kijuttatható, de keverési próba javasolt.&nbsp;";4453;HUF;0.00;"1.40 kg";1614;961
FitoHorm;"Tápoldat, FITOHORM SZŐLŐ-GYÜMÖLCS, Fitohorm, 1 L. kiszerelés.";"Műtrágyák > Folyékony";https://www.online-gazda.hu/tapoldat-fitohorm-szolo-gyumolcs-fitohorm-1-l-kiszereles_p1615;1400;https://www.online-gazda.hu/img/products//medium/Tapoldat_FITOHORM_SZOLO_GYUMOLCS_Fitohorm_1_L_kiszereles.jpg;"&nbsp; &nbsp; &nbsp;Fitohorm szőlő-gyümölcs Folyékony mikroelem keverék kelátképzővel, mely lombtrágyaként éstápoldatként is használható minden növénynél. Összetétel:&nbsp; B: 0,31% Cu:0,07% Fe: 3,2% Mn: 0,32% Mo: 0,004% Zn: 0,1% Felhasználása: Szőlőben: intenzív hajtásnövekedés időszakában 1-2% töménységben, növényvédelmi munkákkal egymenetben, 2-3 hetente ismételve. Alma: virágzás után zöld érésig 1-2% töménység, lombtrágyaként, 2-3 hetente Egyéb gyümölcsösökben: mint a szőlőben.";4465;HUF;2.00;"1.240 kg";1615;1102
FitoHorm;"Tápoldat, FITOHORM CA TURBÓ, Fitohorm, 1 L. kiszerelés.";"Műtrágyák > Folyékony";https://www.online-gazda.hu/tapoldat-fitohorm-ca-turbo-fitohorm-1-l-kiszereles_p1616;1300;https://www.online-gazda.hu/img/products//medium/Tapoldat_FITOHORM_CA_TURBO_Fitohorm_1_L_kiszereles.jpg;"A FitoHorm Turbo Kalcium a kalciumot, a magnéziumot és a káliumot a növények számára a legkedvezőbb arányban tartalmazza. A készítmény nitrát tartalma pedig a kationok növénybe való gyorsabb beépülését stimulálja.  &nbsp; Gyakori hiba a fent említett elemek egyoldalú, nagyadagú pótlása, amely gátolja a többi táp-elem felvételét, illetve beépülését. Ez különösképpen igaz a kalciumra. A FitoHorm Turbo Kalcium összetétele és a benne levő tápelemek aránya teszi lehetővé a kalcium leghatékonyabb beépülését. EK-műtrágya Kelátképző: EDDHSA  Készítmény használatának hatása:  - csökkenti, ill. megszünteti a kalciumhiány kialakulását, - erősödik a sejtfal szerkezete, ennek köszönhetően ellenállóbbá válnak a növények - javul a gyökérszőrök képződése és a tápanyagfelvétel - növekszik a fotoszintézis aktivitása - lehetővé teszi a tápanyag gyors és hatékony beépülését - alapvetően javítja a termés minőségét.  Adagolása: 250–275 ml/100 liter; 1,5–2,0 liter/ha";4468;HUF;0.00;"1.63 kg";1616;1024
"Analóg Kft";"ÁGVÁGÓ OLLÓ MELLÉVÁGÓ KÖR NYÉL DB";"Szerszám > Ágvágó, fűrész";https://www.online-gazda.hu/agvago-ollo-mellevago-kor-nyel-db_p1617;2060;https://www.online-gazda.hu/img/products//medium/AGVAGO_OLLO_MELLEVAGO_KOR_NYEL_DB.JPG;;4506;HUF;0.00;"1.000 kg";1617;1622
"Unikén Kft.";"MOSÓSZÓDA 1KG";"Egyéb > Háztartási vegyiáru";https://www.online-gazda.hu/mososzoda-1kg_p1618;410;https://www.online-gazda.hu/img/products//medium/MOSOSZODA_1KG.jpg;"Mosószóda Uniken 500 gramm és 1 kilogramm kiszerelésben.&nbsp;  A mosószóda tisztító, zsíroldó, vízlágyító hatású tisztítószer. Környezetbarát illatmentes mosószer és tisztítószer. A mosószódát már évezredek óta mosószerként és tisztítószerként használják újabb elterjedését a környezettudatosságnak köszönheti mivel a mosószóda 100%-ban egy környezetbarát mosó és tisztítószer.&nbsp; A mosószóda felhasználásával semmilyen káros anyag sem keletkezik ezáltal a felhasználásakor nem szennyezzük a környezetünket.&nbsp;";4513;HUF;0.00;"1.200 kg";1618;323
"Analóg Kft";"PERMETEZŐ NS 16 LITERES  FARMATE";"Kerti permetezők, szivattyúk, fűnyírók.. > Permetező";https://www.online-gazda.hu/permetezo-ns-16-literes-farmate_p1619;7360;https://www.online-gazda.hu/img/products//medium/PERMETEZO_NS_16_LITERES_FARMATE.JPG;" 	16 literes permetlétartály 	Jobb-bal kezes kialakítás 	Pumpáláskor folyamatos permetlé keverés 	Állítható szórófej 	Szép szóráskép ";4517;HUF;0.00;"4.00 kg";1619;5795
"ZFW Hortiservice Kft.";"Biostimulátor, TRAINER, ZFW Hortiservice kft. 1 L. kiszerelés.";Biostimulátorok;https://www.online-gazda.hu/biostimulator-trainer-zfw-hortiservice-kft-1-l-kiszereles_p1621;3450;https://www.online-gazda.hu/img/products//medium/Biostimulator_TRAINER_ZFW_Hortiservice_kft_1_L_kiszereles.jpg;" A TRAINER aminosav- és glükózsavbázisú szerves lombtrágya, melyet 100% növényi enzimatikus hidrolízissel (sörgyártási technológia) állítanak elő. A szerves nitrogén és aminosav kombinációjának köszönhetően kezelés hatására a növény látványos és lendületes fejlődésnek indul. Az aminosav azonnal felszívódik a lombon keresztül, és a növényi szervekben néhány órán belül kifejti hatását. A szerves nitrogén és aminosav hatására a növény természetes ellenálló képessége jelentősen növekszik. Ezen alapul a TRAINER adjuvánsként történő alkalmazása, hiszen bármilyen hozzáadott szert (pl. gombaölő szer) könnyen bejuttat a növényi szövetekbe. Abiotikus stresszhelyzetre (alacsony és magas hőmérsékletek, jégverés, fagy stb.) a növény regenerálódása gyorsabb és eredményesebb. A kezeléseket minden esetben az esti vagy a hajnali órákban kell elvégezni. A TRAINER a leggyakrabban használt növényvédő szerekkel, műtrágyákkal keverhető, kivétel az olaj vagy olajbázisú rovarölő, gombaölő szerek, dodin-hatóanyagú termékek.   ADAGOLÁS: (lombtrágyaként): 250-400 ml/100 l víz (3-4 alkalommal ismételve a növény vegetatív időszakában, 10-12 napos ciklusban ismételni)  ÖSSZETÉTEL: Szerves nitrogén 5% Növényi eredetű aminosav 31% pH 4.4   &nbsp;";3426;HUF;0.00;"1.30 kg";1621;2717
"Beorol ";"KAPA MODELL 1               MONK DB";"Szerszám > Ásó, kapa, lapát";https://www.online-gazda.hu/kapa-modell-1-monk-db_p1622;1320;https://www.online-gazda.hu/img/products//medium/KAPA_MODELL_1_MONK_DB.JPG;;3623;HUF;0.00;"700 g";1622;1039
"Park-Tó Kft.";"PERMETEZŐ J-14 LITERES MAGYAR";"Kerti permetezők, szivattyúk, fűnyírók.. > Permetező";https://www.online-gazda.hu/permetezo-j-14-literes-magyar_p1624;29500;https://www.online-gazda.hu/img/products//medium/PERMETEZO_J_14_LITERES_MAGYAR.jpg;"Kiváló minőségű Magyar háti permetezőgép. Háti permetező egység, rézdugattyús szivattyúval. Technikai adatok: 14 literes permetlétartály Folyadék szállítás : 0,5-3 liter/perc Fúvóka méret cserélhető 0,3 mm-1,5 mm";3579;HUF;0.00;"5.00 kg";1624;23228
"Perla-X Kft.";"BAROMFIRÁCS 0.9M X 25M  FEKETE   TEKERCS";Állattartás;https://www.online-gazda.hu/baromfiracs-0-9m-x-25m-fekete-tekercs_p1625;13500;https://www.online-gazda.hu/img/products//medium/BAROMFIRACS_0_9M_X_25M_FEKETE_TEKERCS.jpg;"Baromfirács (fekete, 20 x 20 mm, 0,9 x 25 m)";3580;HUF;0.00;"15.00 kg";1625;10630
"Fertilia Kft.";"UMG MICRO 10-46-0+FE+ZN 1KG";"Műtrágyák > Granulált";https://www.online-gazda.hu/umg-micro-10-46-0-fe-zn-1kg_p1626;1330;https://www.online-gazda.hu/img/products//medium/UMG_MICRO_10_46_0_FE_ZN_1KG.JPG;"Műtrágya általános kerti használatra  &nbsp;10N - 46P +Fe +Zn&nbsp;  Összetett mikro granulált mikroelem tartalmú műtrágya általános kerti használatra. Alkalmazása esetén a palánták és a fiatal növények nagyobb gyökérzetet alakítanak ki. Fejlődésük felgyorsul, erősebbek és ellenállóbbak lesznek a kórokozókkal, kártevőkkel szemben, továbbá a stressztűrő képességük is növekszik.  Felhasználási javaslat: Minden kertészeti és szántóföldi kultúrában vetéssel, ültetéssel egy menetben történő starter trágyázásra.  &nbsp;Tápanyag tartalom:  Nitrogén (N): 10% Foszfor (P2O5): 46% Cink (Zn): 2% Vas (Fe): 1% &nbsp; Kijuttatása: -Vetéssel egy menetben:  a szántóföldi növények esetén: 10-20kg/ha, kertészeti kultúra esetén: 20-30kg/ha. Helyrevetés esetén: Az ültető árokba folyóméterenként kiszórt műtrágya  -Palánták köré: 3-5g -Hagymás növények köré 1-2g -Tőzegbe keverve: 0,5kg/m3";3581;HUF;0.00;"1.200 kg";1626;1047
"Tecnotubi Picena ";"TÖMLŐ TRICOLUX 1/2"" 25M TEKERCS";"Öntözés technika > Tömlő, Tömlő elosztó";https://www.online-gazda.hu/tomlo-tricolux-1-2-25m-tekercs_p1627;5200;https://www.online-gazda.hu/img/products//medium/TOMLO_TRICOLUX_1_2_25M_TEKERCS.jpg;"Csavarodásmentes Tricolux,5 rétegű tömlő. jellemzők:- Üzemi hőmérséklet: -10 °C + 60°C - Maximális üzemi nyomás: 27 BAR- Szín: fehér belső, felső réteg sárga- Kadmium, bárium és ólommentes - UV álló, belső réteg algaálló- Öt rétegű, lágyított PVC-ből gyártott tömlő, &nbsp;dupla szövésével megakadályozza a cső csavarodását, &nbsp;külsején áttetsző vezető csíkkal.Felhasználás: kertészet, építőipar, víz szállításra- Normál üzemi és használati körülmények.";3584;HUF;0.00;"3.50 kg";1627;4094
